period,state,stateName,technology,sector,sectorName,capacity,customers,capacity-units,customers-units
2019,NV,Nevada,Other Technologies,RES,residential,.119,10,megawatts,number of customers
2019,NV,Nevada,Other Technologies,TOT,all sectors,.283,14,megawatts,number of customers
2019,NV,Nevada,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,NV,Nevada,Photovoltaic,COM,commercial,57.835,824,megawatts,number of customers
2019,NV,Nevada,Photovoltaic,IND,industrial,18.386,90,megawatts,number of customers
2019,NV,Nevada,Photovoltaic,RES,residential,338.018,50532,megawatts,number of customers
2019,NV,Nevada,Photovoltaic,TOT,all sectors,414.238,51446,megawatts,number of customers
2019,NV,Nevada,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,NV,Nevada,Wind,COM,commercial,9.807,95,megawatts,number of customers
2019,NV,Nevada,Wind,IND,industrial,.106,3,megawatts,number of customers
2019,NV,Nevada,Wind,RES,residential,.366,65,megawatts,number of customers
2019,NV,Nevada,Wind,TOT,all sectors,10.279,163,megawatts,number of customers
2019,NV,Nevada,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,NY,New York,All Technologies,COM,commercial,867.279,7742,megawatts,number of customers
2019,NY,New York,All Technologies,IND,industrial,12.586,34,megawatts,number of customers
2019,NY,New York,All Technologies,RES,residential,831.418,123195,megawatts,number of customers
2019,NY,New York,All Technologies,TOT,all sectors,1711.283,130971,megawatts,number of customers
2019,NY,New York,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,NY,New York,Other Technologies,COM,commercial,46.137,120,megawatts,number of customers
2019,NY,New York,Other Technologies,IND,industrial,.675,2,megawatts,number of customers
2019,NY,New York,Other Technologies,RES,residential,.933,100,megawatts,number of customers
2019,NY,New York,Other Technologies,TOT,all sectors,47.745,222,megawatts,number of customers
2019,NY,New York,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,NY,New York,Photovoltaic,COM,commercial,680.224,6742,megawatts,number of customers
2019,NY,New York,Photovoltaic,IND,industrial,11.761,30,megawatts,number of customers
2019,NY,New York,Photovoltaic,RES,residential,826.214,122703,megawatts,number of customers
2019,NY,New York,Photovoltaic,TOT,all sectors,1518.199,129475,megawatts,number of customers
2019,NY,New York,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,NY,New York,Wind,COM,commercial,5.654,115,megawatts,number of customers
2019,NY,New York,Wind,IND,industrial,.15,2,megawatts,number of customers
2019,NY,New York,Wind,RES,residential,3.339,306,megawatts,number of customers
2019,NY,New York,Wind,TOT,all sectors,9.143,423,megawatts,number of customers
2019,NY,New York,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,OH,Ohio,All Technologies,COM,commercial,111.137,1028,megawatts,number of customers
2019,OH,Ohio,All Technologies,IND,industrial,46.429,59,megawatts,number of customers
2019,OH,Ohio,All Technologies,RES,residential,60.211,7603,megawatts,number of customers
2019,OH,Ohio,All Technologies,TOT,all sectors,217.777,8690,megawatts,number of customers
2019,OH,Ohio,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OH,Ohio,Other Technologies,COM,commercial,5.952,23,megawatts,number of customers
2019,OH,Ohio,Other Technologies,IND,industrial,4.71,3,megawatts,number of customers
2019,OH,Ohio,Other Technologies,RES,residential,3.307,7,megawatts,number of customers
2019,OH,Ohio,Other Technologies,TOT,all sectors,13.969,33,megawatts,number of customers
2019,OH,Ohio,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OH,Ohio,Photovoltaic,COM,commercial,90.166,897,megawatts,number of customers
2019,OH,Ohio,Photovoltaic,IND,industrial,18.211,45,megawatts,number of customers
2019,OH,Ohio,Photovoltaic,RES,residential,54.957,7284,megawatts,number of customers
2019,OH,Ohio,Photovoltaic,TOT,all sectors,163.334,8226,megawatts,number of customers
2019,OH,Ohio,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,OH,Ohio,Wind,COM,commercial,15.016,107,megawatts,number of customers
2019,OH,Ohio,Wind,IND,industrial,23.508,11,megawatts,number of customers
2019,OH,Ohio,Wind,RES,residential,1.776,249,megawatts,number of customers
2019,OH,Ohio,Wind,TOT,all sectors,40.3,367,megawatts,number of customers
2019,OH,Ohio,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,OK,Oklahoma,All Technologies,COM,commercial,10.413,1693,megawatts,number of customers
2019,OK,Oklahoma,All Technologies,IND,industrial,1.047,21,megawatts,number of customers
2019,OK,Oklahoma,All Technologies,RES,residential,13.21,3251,megawatts,number of customers
2019,OK,Oklahoma,All Technologies,TOT,all sectors,24.671,4965,megawatts,number of customers
2019,OK,Oklahoma,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OK,Oklahoma,Other Technologies,COM,commercial,.031,7,megawatts,number of customers
2019,OK,Oklahoma,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,OK,Oklahoma,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,OK,Oklahoma,Other Technologies,TOT,all sectors,.031,7,megawatts,number of customers
2019,OK,Oklahoma,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OK,Oklahoma,Photovoltaic,COM,commercial,2.474,105,megawatts,number of customers
2019,OK,Oklahoma,Photovoltaic,IND,industrial,.335,2,megawatts,number of customers
2019,OK,Oklahoma,Photovoltaic,RES,residential,8.041,1275,megawatts,number of customers
2019,OK,Oklahoma,Photovoltaic,TOT,all sectors,10.851,1382,megawatts,number of customers
2019,OK,Oklahoma,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,OK,Oklahoma,Wind,COM,commercial,.692,21,megawatts,number of customers
2019,OK,Oklahoma,Wind,IND,industrial,0,0,megawatts,number of customers
2019,OK,Oklahoma,Wind,RES,residential,.42,97,megawatts,number of customers
2019,OK,Oklahoma,Wind,TOT,all sectors,1.112,118,megawatts,number of customers
2019,OK,Oklahoma,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,OR,Oregon,All Technologies,COM,commercial,59.886,1721,megawatts,number of customers
2019,OR,Oregon,All Technologies,IND,industrial,11.802,231,megawatts,number of customers
2019,OR,Oregon,All Technologies,RES,residential,88.929,18850,megawatts,number of customers
2019,OR,Oregon,All Technologies,TOT,all sectors,160.617,20802,megawatts,number of customers
2019,OR,Oregon,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OR,Oregon,Other Technologies,COM,commercial,3.303,34,megawatts,number of customers
2019,OR,Oregon,Other Technologies,IND,industrial,2.11,3,megawatts,number of customers
2019,OR,Oregon,Other Technologies,RES,residential,.347,38,megawatts,number of customers
2019,OR,Oregon,Other Technologies,TOT,all sectors,5.76,75,megawatts,number of customers
2019,OR,Oregon,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,OR,Oregon,Photovoltaic,COM,commercial,56.092,1665,megawatts,number of customers
2019,OR,Oregon,Photovoltaic,IND,industrial,9.692,228,megawatts,number of customers
2019,OR,Oregon,Photovoltaic,RES,residential,88.009,18642,megawatts,number of customers
2019,OR,Oregon,Photovoltaic,TOT,all sectors,153.793,20535,megawatts,number of customers
2019,OR,Oregon,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,OR,Oregon,Wind,COM,commercial,.491,22,megawatts,number of customers
2019,OR,Oregon,Wind,IND,industrial,0,0,megawatts,number of customers
2019,OR,Oregon,Wind,RES,residential,.426,57,megawatts,number of customers
2019,OR,Oregon,Wind,TOT,all sectors,.917,79,megawatts,number of customers
2019,OR,Oregon,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,PA,Pennsylvania,All Technologies,COM,commercial,178.541,1795,megawatts,number of customers
2019,PA,Pennsylvania,All Technologies,IND,industrial,78.38,134,megawatts,number of customers
2019,PA,Pennsylvania,All Technologies,RES,residential,222.282,28436,megawatts,number of customers
2019,PA,Pennsylvania,All Technologies,TOT,all sectors,479.203,30365,megawatts,number of customers
2019,PA,Pennsylvania,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,PA,Pennsylvania,Other Technologies,COM,commercial,36.027,60,megawatts,number of customers
2019,PA,Pennsylvania,Other Technologies,IND,industrial,33.002,12,megawatts,number of customers
2019,PA,Pennsylvania,Other Technologies,RES,residential,.172,15,megawatts,number of customers
2019,PA,Pennsylvania,Other Technologies,TOT,all sectors,69.201,87,megawatts,number of customers
2019,PA,Pennsylvania,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,PA,Pennsylvania,Photovoltaic,COM,commercial,131.279,1523,megawatts,number of customers
2019,PA,Pennsylvania,Photovoltaic,IND,industrial,45,120,megawatts,number of customers
2019,PA,Pennsylvania,Photovoltaic,RES,residential,219.27,28047,megawatts,number of customers
2019,PA,Pennsylvania,Photovoltaic,TOT,all sectors,395.549,29690,megawatts,number of customers
2019,PA,Pennsylvania,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,PA,Pennsylvania,Wind,COM,commercial,.537,56,megawatts,number of customers
2019,PA,Pennsylvania,Wind,IND,industrial,.003,1,megawatts,number of customers
2019,PA,Pennsylvania,Wind,RES,residential,.932,254,megawatts,number of customers
2019,PA,Pennsylvania,Wind,TOT,all sectors,1.472,311,megawatts,number of customers
2019,PA,Pennsylvania,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,RI,Rhode Island,All Technologies,COM,commercial,145.52,312,megawatts,number of customers
2019,RI,Rhode Island,All Technologies,IND,industrial,0,0,megawatts,number of customers
2019,RI,Rhode Island,All Technologies,RES,residential,23.168,3746,megawatts,number of customers
2019,RI,Rhode Island,All Technologies,TOT,all sectors,168.688,4058,megawatts,number of customers
2019,RI,Rhode Island,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,RI,Rhode Island,Other Technologies,COM,commercial,.26,2,megawatts,number of customers
2019,RI,Rhode Island,Other Technologies,IND,industrial,,,megawatts,number of customers
2019,RI,Rhode Island,Other Technologies,RES,residential,,,megawatts,number of customers
2019,RI,Rhode Island,Other Technologies,TOT,all sectors,.26,2,megawatts,number of customers
2019,RI,Rhode Island,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,RI,Rhode Island,Photovoltaic,COM,commercial,119.89,288,megawatts,number of customers
2019,RI,Rhode Island,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2019,RI,Rhode Island,Photovoltaic,RES,residential,23.101,3733,megawatts,number of customers
2019,RI,Rhode Island,Photovoltaic,TOT,all sectors,142.991,4021,megawatts,number of customers
2019,RI,Rhode Island,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,RI,Rhode Island,Wind,COM,commercial,25.37,22,megawatts,number of customers
2019,RI,Rhode Island,Wind,IND,industrial,0,0,megawatts,number of customers
2019,RI,Rhode Island,Wind,RES,residential,.067,13,megawatts,number of customers
2019,RI,Rhode Island,Wind,TOT,all sectors,25.437,35,megawatts,number of customers
2019,RI,Rhode Island,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,SC,South Carolina,All Technologies,COM,commercial,31.468,409,megawatts,number of customers
2019,SC,South Carolina,All Technologies,IND,industrial,11.083,28,megawatts,number of customers
2019,SC,South Carolina,All Technologies,RES,residential,166.047,22184,megawatts,number of customers
2019,SC,South Carolina,All Technologies,TOT,all sectors,208.598,22621,megawatts,number of customers
2019,SC,South Carolina,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,SC,South Carolina,Other Technologies,COM,commercial,.03,1,megawatts,number of customers
2019,SC,South Carolina,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,SC,South Carolina,Other Technologies,RES,residential,.018,5,megawatts,number of customers
2019,SC,South Carolina,Other Technologies,TOT,all sectors,.048,6,megawatts,number of customers
2019,SC,South Carolina,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,SC,South Carolina,Photovoltaic,COM,commercial,31.397,406,megawatts,number of customers
2019,SC,South Carolina,Photovoltaic,IND,industrial,11.083,28,megawatts,number of customers
2019,SC,South Carolina,Photovoltaic,RES,residential,165.383,21981,megawatts,number of customers
2019,SC,South Carolina,Photovoltaic,TOT,all sectors,207.863,22415,megawatts,number of customers
2019,SC,South Carolina,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,SC,South Carolina,Wind,COM,commercial,.001,1,megawatts,number of customers
2019,SC,South Carolina,Wind,IND,industrial,0,0,megawatts,number of customers
2019,SC,South Carolina,Wind,RES,residential,.002,1,megawatts,number of customers
2019,SC,South Carolina,Wind,TOT,all sectors,.003,2,megawatts,number of customers
2019,SC,South Carolina,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,SD,South Dakota,All Technologies,COM,commercial,.39,15,megawatts,number of customers
2019,SD,South Dakota,All Technologies,IND,industrial,0,0,megawatts,number of customers
2019,SD,South Dakota,All Technologies,RES,residential,.474,76,megawatts,number of customers
2019,SD,South Dakota,All Technologies,TOT,all sectors,.864,91,megawatts,number of customers
2019,SD,South Dakota,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,SD,South Dakota,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,SD,South Dakota,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,SD,South Dakota,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,SD,South Dakota,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,SD,South Dakota,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,SD,South Dakota,Photovoltaic,COM,commercial,.265,9,megawatts,number of customers
2019,SD,South Dakota,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2019,SD,South Dakota,Photovoltaic,RES,residential,.401,58,megawatts,number of customers
2019,SD,South Dakota,Photovoltaic,TOT,all sectors,.666,67,megawatts,number of customers
2019,SD,South Dakota,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,SD,South Dakota,Wind,COM,commercial,.125,6,megawatts,number of customers
2019,SD,South Dakota,Wind,IND,industrial,0,0,megawatts,number of customers
2019,SD,South Dakota,Wind,RES,residential,.073,18,megawatts,number of customers
2019,SD,South Dakota,Wind,TOT,all sectors,.198,24,megawatts,number of customers
2019,SD,South Dakota,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,TN,Tennessee,All Technologies,COM,commercial,.889,10,megawatts,number of customers
2019,TN,Tennessee,All Technologies,IND,industrial,0,0,megawatts,number of customers
2019,TN,Tennessee,All Technologies,RES,residential,.147,21,megawatts,number of customers
2019,TN,Tennessee,All Technologies,TOT,all sectors,1.036,31,megawatts,number of customers
2019,TN,Tennessee,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,TN,Tennessee,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,TN,Tennessee,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,TN,Tennessee,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,TN,Tennessee,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,TN,Tennessee,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,TN,Tennessee,Photovoltaic,COM,commercial,.889,10,megawatts,number of customers
2019,TN,Tennessee,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2019,TN,Tennessee,Photovoltaic,RES,residential,.143,20,megawatts,number of customers
2019,TN,Tennessee,Photovoltaic,TOT,all sectors,1.032,30,megawatts,number of customers
2019,TN,Tennessee,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,TN,Tennessee,Wind,COM,commercial,0,0,megawatts,number of customers
2019,TN,Tennessee,Wind,IND,industrial,0,0,megawatts,number of customers
2019,TN,Tennessee,Wind,RES,residential,.004,1,megawatts,number of customers
2019,TN,Tennessee,Wind,TOT,all sectors,.004,1,megawatts,number of customers
2019,TN,Tennessee,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,TX,Texas,All Technologies,COM,commercial,73.275,1555,megawatts,number of customers
2019,TX,Texas,All Technologies,IND,industrial,1.652,6,megawatts,number of customers
2019,TX,Texas,All Technologies,RES,residential,311.987,50299,megawatts,number of customers
2019,TX,Texas,All Technologies,TOT,all sectors,386.914,51860,megawatts,number of customers
2019,TX,Texas,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,TX,Texas,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,TX,Texas,Other Technologies,IND,industrial,.05,1,megawatts,number of customers
2019,TX,Texas,Other Technologies,RES,residential,.056,6,megawatts,number of customers
2019,TX,Texas,Other Technologies,TOT,all sectors,.106,7,megawatts,number of customers
2019,TX,Texas,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,TX,Texas,Photovoltaic,COM,commercial,72.287,1523,megawatts,number of customers
2019,TX,Texas,Photovoltaic,IND,industrial,1.602,5,megawatts,number of customers
2019,TX,Texas,Photovoltaic,RES,residential,306.112,49343,megawatts,number of customers
2019,TX,Texas,Photovoltaic,TOT,all sectors,380.001,50871,megawatts,number of customers
2019,TX,Texas,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,TX,Texas,Wind,COM,commercial,.988,32,megawatts,number of customers
2019,TX,Texas,Wind,IND,industrial,0,0,megawatts,number of customers
2019,TX,Texas,Wind,RES,residential,1.547,408,megawatts,number of customers
2019,TX,Texas,Wind,TOT,all sectors,2.535,440,megawatts,number of customers
2019,TX,Texas,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,US,United States,All Technologies,COM,commercial,8209.056,94740,megawatts,number of customers
2019,US,United States,All Technologies,IND,industrial,1940.478,7027,megawatts,number of customers
2019,US,United States,All Technologies,RES,residential,13997.811,2311899,megawatts,number of customers
2019,US,United States,All Technologies,TOT,all sectors,24147.345,2413666,megawatts,number of customers
2019,US,United States,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,US,United States,Other Technologies,COM,commercial,254.281,842,megawatts,number of customers
2019,US,United States,Other Technologies,IND,industrial,263.966,381,megawatts,number of customers
2019,US,United States,Other Technologies,RES,residential,23.364,2226,megawatts,number of customers
2019,US,United States,Other Technologies,TOT,all sectors,541.611,3449,megawatts,number of customers
2019,US,United States,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,US,United States,Photovoltaic,COM,commercial,7181.594,86552,megawatts,number of customers
2019,US,United States,Photovoltaic,IND,industrial,1613.248,6499,megawatts,number of customers
2019,US,United States,Photovoltaic,RES,residential,13863.288,2283702,megawatts,number of customers
2019,US,United States,Photovoltaic,TOT,all sectors,22658.129,2376753,megawatts,number of customers
2019,US,United States,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,US,United States,Wind,COM,commercial,148.594,1438,megawatts,number of customers
2019,US,United States,Wind,IND,industrial,52.58,107,megawatts,number of customers
2019,US,United States,Wind,RES,residential,33.668,5218,megawatts,number of customers
2019,US,United States,Wind,TOT,all sectors,234.842,6763,megawatts,number of customers
2019,US,United States,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,UT,Utah,All Technologies,COM,commercial,53.061,1209,megawatts,number of customers
2019,UT,Utah,All Technologies,IND,industrial,5.193,88,megawatts,number of customers
2019,UT,Utah,All Technologies,RES,residential,217.943,40285,megawatts,number of customers
2019,UT,Utah,All Technologies,TOT,all sectors,276.199,41582,megawatts,number of customers
2019,UT,Utah,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,UT,Utah,Other Technologies,COM,commercial,.603,14,megawatts,number of customers
2019,UT,Utah,Other Technologies,IND,industrial,.011,2,megawatts,number of customers
2019,UT,Utah,Other Technologies,RES,residential,.095,16,megawatts,number of customers
2019,UT,Utah,Other Technologies,TOT,all sectors,.709,32,megawatts,number of customers
2019,UT,Utah,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,UT,Utah,Photovoltaic,COM,commercial,52.417,1183,megawatts,number of customers
2019,UT,Utah,Photovoltaic,IND,industrial,5.182,86,megawatts,number of customers
2019,UT,Utah,Photovoltaic,RES,residential,217.621,40204,megawatts,number of customers
2019,UT,Utah,Photovoltaic,TOT,all sectors,275.222,41473,megawatts,number of customers
2019,UT,Utah,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,UT,Utah,Wind,COM,commercial,.041,12,megawatts,number of customers
2019,UT,Utah,Wind,IND,industrial,0,0,megawatts,number of customers
2019,UT,Utah,Wind,RES,residential,.227,65,megawatts,number of customers
2019,UT,Utah,Wind,TOT,all sectors,.268,77,megawatts,number of customers
2019,UT,Utah,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,VA,Virginia,All Technologies,COM,commercial,37.991,660,megawatts,number of customers
2019,VA,Virginia,All Technologies,IND,industrial,1.079,12,megawatts,number of customers
2019,VA,Virginia,All Technologies,RES,residential,73.085,11214,megawatts,number of customers
2019,VA,Virginia,All Technologies,TOT,all sectors,112.155,11886,megawatts,number of customers
2019,VA,Virginia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,VA,Virginia,Other Technologies,COM,commercial,1.967,2,megawatts,number of customers
2019,VA,Virginia,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,VA,Virginia,Other Technologies,RES,residential,.012,1,megawatts,number of customers
2019,VA,Virginia,Other Technologies,TOT,all sectors,1.979,3,megawatts,number of customers
2019,VA,Virginia,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,VA,Virginia,Photovoltaic,COM,commercial,35.404,642,megawatts,number of customers
2019,VA,Virginia,Photovoltaic,IND,industrial,.689,11,megawatts,number of customers
2019,VA,Virginia,Photovoltaic,RES,residential,72.816,11142,megawatts,number of customers
2019,VA,Virginia,Photovoltaic,TOT,all sectors,108.909,11795,megawatts,number of customers
2019,VA,Virginia,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,VA,Virginia,Wind,COM,commercial,.102,14,megawatts,number of customers
2019,VA,Virginia,Wind,IND,industrial,0,0,megawatts,number of customers
2019,VA,Virginia,Wind,RES,residential,.257,71,megawatts,number of customers
2019,VA,Virginia,Wind,TOT,all sectors,.359,85,megawatts,number of customers
2019,VA,Virginia,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,VT,Vermont,All Technologies,COM,commercial,49.77,668,megawatts,number of customers
2019,VT,Vermont,All Technologies,IND,industrial,1.482,10,megawatts,number of customers
2019,VT,Vermont,All Technologies,RES,residential,78.815,8738,megawatts,number of customers
2019,VT,Vermont,All Technologies,TOT,all sectors,130.067,9416,megawatts,number of customers
2019,VT,Vermont,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,VT,Vermont,Other Technologies,COM,commercial,.871,6,megawatts,number of customers
2019,VT,Vermont,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,VT,Vermont,Other Technologies,RES,residential,.925,56,megawatts,number of customers
2019,VT,Vermont,Other Technologies,TOT,all sectors,1.796,62,megawatts,number of customers
2019,VT,Vermont,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,VT,Vermont,Photovoltaic,COM,commercial,46.859,574,megawatts,number of customers
2019,VT,Vermont,Photovoltaic,IND,industrial,1.387,9,megawatts,number of customers
2019,VT,Vermont,Photovoltaic,RES,residential,77.233,8552,megawatts,number of customers
2019,VT,Vermont,Photovoltaic,TOT,all sectors,125.479,9135,megawatts,number of customers
2019,VT,Vermont,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,VT,Vermont,Wind,COM,commercial,.098,7,megawatts,number of customers
2019,VT,Vermont,Wind,IND,industrial,.095,1,megawatts,number of customers
2019,VT,Vermont,Wind,RES,residential,.531,62,megawatts,number of customers
2019,VT,Vermont,Wind,TOT,all sectors,.724,70,megawatts,number of customers
2019,VT,Vermont,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,WA,Washington,All Technologies,COM,commercial,23.035,1346,megawatts,number of customers
2019,WA,Washington,All Technologies,IND,industrial,.396,15,megawatts,number of customers
2019,WA,Washington,All Technologies,RES,residential,147.171,25122,megawatts,number of customers
2019,WA,Washington,All Technologies,TOT,all sectors,170.602,26483,megawatts,number of customers
2019,WA,Washington,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WA,Washington,Other Technologies,COM,commercial,.175,9,megawatts,number of customers
2019,WA,Washington,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,WA,Washington,Other Technologies,RES,residential,.312,31,megawatts,number of customers
2019,WA,Washington,Other Technologies,TOT,all sectors,.487,40,megawatts,number of customers
2019,WA,Washington,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WA,Washington,Photovoltaic,COM,commercial,22.726,1297,megawatts,number of customers
2019,WA,Washington,Photovoltaic,IND,industrial,.396,15,megawatts,number of customers
2019,WA,Washington,Photovoltaic,RES,residential,145.347,23363,megawatts,number of customers
2019,WA,Washington,Photovoltaic,TOT,all sectors,168.468,24675,megawatts,number of customers
2019,WA,Washington,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,WA,Washington,Wind,COM,commercial,.067,19,megawatts,number of customers
2019,WA,Washington,Wind,IND,industrial,0,0,megawatts,number of customers
2019,WA,Washington,Wind,RES,residential,.388,89,megawatts,number of customers
2019,WA,Washington,Wind,TOT,all sectors,.455,108,megawatts,number of customers
2019,WA,Washington,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,WI,Wisconsin,All Technologies,COM,commercial,29.691,1165,megawatts,number of customers
2019,WI,Wisconsin,All Technologies,IND,industrial,11.607,81,megawatts,number of customers
2019,WI,Wisconsin,All Technologies,RES,residential,33.75,5905,megawatts,number of customers
2019,WI,Wisconsin,All Technologies,TOT,all sectors,75.048,7151,megawatts,number of customers
2019,WI,Wisconsin,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WI,Wisconsin,Other Technologies,COM,commercial,1.714,26,megawatts,number of customers
2019,WI,Wisconsin,Other Technologies,IND,industrial,1.635,2,megawatts,number of customers
2019,WI,Wisconsin,Other Technologies,RES,residential,.053,4,megawatts,number of customers
2019,WI,Wisconsin,Other Technologies,TOT,all sectors,3.402,32,megawatts,number of customers
2019,WI,Wisconsin,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WI,Wisconsin,Photovoltaic,COM,commercial,23.48,1014,megawatts,number of customers
2019,WI,Wisconsin,Photovoltaic,IND,industrial,9.952,78,megawatts,number of customers
2019,WI,Wisconsin,Photovoltaic,RES,residential,31.074,5226,megawatts,number of customers
2019,WI,Wisconsin,Photovoltaic,TOT,all sectors,64.506,6318,megawatts,number of customers
2019,WI,Wisconsin,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,WI,Wisconsin,Wind,COM,commercial,1.782,76,megawatts,number of customers
2019,WI,Wisconsin,Wind,IND,industrial,.02,1,megawatts,number of customers
2019,WI,Wisconsin,Wind,RES,residential,1.667,150,megawatts,number of customers
2019,WI,Wisconsin,Wind,TOT,all sectors,3.469,227,megawatts,number of customers
2019,WI,Wisconsin,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,WV,West Virginia,All Technologies,COM,commercial,2.925,129,megawatts,number of customers
2019,WV,West Virginia,All Technologies,IND,industrial,.058,2,megawatts,number of customers
2019,WV,West Virginia,All Technologies,RES,residential,6.441,912,megawatts,number of customers
2019,WV,West Virginia,All Technologies,TOT,all sectors,9.424,1043,megawatts,number of customers
2019,WV,West Virginia,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WV,West Virginia,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,WV,West Virginia,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,WV,West Virginia,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,WV,West Virginia,Other Technologies,TOT,all sectors,0,0,megawatts,number of customers
2019,WV,West Virginia,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,WV,West Virginia,Photovoltaic,COM,commercial,2.754,113,megawatts,number of customers
2019,WV,West Virginia,Photovoltaic,IND,industrial,.058,2,megawatts,number of customers
2019,WV,West Virginia,Photovoltaic,RES,residential,6.235,873,megawatts,number of customers
